"PlayerID","FirstName","LastName","Country","Date","Points","Week Change","Tourn Played","Age","Height","Weight"
"Cecil Mamiit","Cecil","Mamiit","PHI",1999-12-27,"502","0","26",23,68.1102362204724,155
"Gianluca Pozzi","Gianluca","Pozzi","ITA",1999-12-27,"502","0","34",34,70.8661417322835,176
"Magnus Larsson","Magnus","Larsson","SWE",1999-12-27,"498","0","18",29,75.9842519685039,205
"Ronald Agenor","Ronald","Agenor","USA",1999-12-27,"492","0","28",35,70.8661417322835,180
"Nicolas Massu","Nicolas","Massu","CHI",1999-12-27,"488","0","21",20,72.0472440944882,177
"Andreas Vinciguerra","Andreas","Vinciguerra","SWE",1999-12-27,"486","0","16",18,70.8661417322835,160
"Paradorn Srichaphan","Paradorn","Srichaphan","THA",1999-12-27,"485","0","21",20,72.8346456692913,180
"Adrian Voinea","Adrian","Voinea","ROU",1999-12-27,"478","0","28",25,72.8346456692913,160
"Pete Sampras","Pete","Sampras","USA",1998-12-28,"3,915","0","22",27,72.8346456692913,170
"Marcelo Rios","Marcelo","Rios","CHI",1998-12-28,"3,670","0","23",23,68.8976377952756,160
"Alex Corretja","Alex","Corretja","ESP",1998-12-28,"3,398","0","24",24,70.8661417322835,160
"Patrick Rafter","Patrick","Rafter","AUS",1998-12-28,"3,315","0","26",26,72.8346456692913,190
"Carlos Moya","Carlos","Moya","ESP",1998-12-28,"3,159","0","24",22,74.8031496062992,190
"Andre Agassi","Andre","Agassi","USA",1998-12-28,"2,879","0","20",28,70.8661417322835,177
"Tim Henman","Tim","Henman","GBR",1998-12-28,"2,620","0","29",24,72.8346456692913,170
"Karol Kucera","Karol","Kucera","SVK",1998-12-28,"2,579","0","25",24,74.0157480314961,170
"Greg Rusedski","Greg","Rusedski","GBR",1998-12-28,"2,573","0","25",25,75.9842519685039,200
"Richard Krajicek","Richard","Krajicek","NED",1998-12-28,"2,548","0","18",27,77.1653543307087,196
"Yevgeny Kafelnikov","Yevgeny","Kafelnikov","RUS",1998-12-28,"2,515","0","31",24,74.8031496062992,185
"Goran Ivanisevic","Goran","Ivanisevic","CRO",1998-12-28,"2,137","0","28",27,75.9842519685039,180
"Petr Korda","Petr","Korda","CZE",1998-12-28,"2,114","0","21",30,74.8031496062992,160
"Albert Costa","Albert","Costa","ESP",1998-12-28,"1,823","0","26",23,70.8661417322835,172
"Mark Philippoussis","Mark","Philippoussis","AUS",1998-12-28,"1,792","0","19",22,77.1653543307087,226
"Todd Martin","Todd","Martin","USA",1998-12-28,"1,774","0","22",28,77.9527559055118,200
"Thomas Johansson","Thomas","Johansson","SWE",1998-12-28,"1,761","0","30",23,70.8661417322835,176
"Cedric Pioline","Cedric","Pioline","FRA",1998-12-28,"1,710","0","25",29,74.0157480314961,175
"Jan Siemerink","Jan","Siemerink","NED",1998-12-28,"1,669","0","26",28,72.0472440944882,162
"Felix Mantilla","Felix","Mantilla","ESP",1998-12-28,"1,643","0","26",24,70.8661417322835,172
"Alberto Berasategui","Alberto","Berasategui","ESP",1998-12-28,"1,556","0","27",25,68.1102362204724,145
"Thomas Enqvist","Thomas","Enqvist","SWE",1998-12-28,"1,500","0","17",24,74.8031496062992,195
"Gustavo Kuerten","Gustavo","Kuerten","BRA",1998-12-28,"1,472","0","26",22,74.8031496062992,183
"Jonas Bjorkman","Jonas","Bjorkman","SWE",1998-12-28,"1,439","0","24",26,72.0472440944882,183
"Thomas Muster","Thomas","Muster","AUT",1998-12-28,"1,344","0","20",31,70.8661417322835,170
"Wayne Ferreira","Wayne","Ferreira","RSA",1998-12-28,"1,285","0","24",27,72.8346456692913,187
"Jason Stoltenberg","Jason","Stoltenberg","AUS",1998-12-28,"1,280","0","23",28,72.8346456692913,177
"Byron Black","Byron","Black","ZIM",1998-12-28,"1,259","0","26",29,68.8976377952756,155
"Michael Chang","Michael","Chang","USA",1998-12-28,"1,242","0","18",26,68.8976377952756,160
"Francisco Clavet","Francisco","Clavet","ESP",1998-12-28,"1,216","0","28",30,72.0472440944882,156
"Marc Rosset","Marc","Rosset","SUI",1998-12-28,"1,201","0","28",28,79.1338582677165,194
"Magnus Gustafsson","Magnus","Gustafsson","SWE",1998-12-28,"1,187","0","24",32,72.8346456692913,172
"Bohdan Ulihrach","Bohdan","Ulihrach","CZE",1998-12-28,"1,077","0","30",23,74.0157480314961,178
"Tommy Haas","Tommy","Haas","GER",1998-12-28,"1,044","0","26",20,74.0157480314961,185
"Nicolas Kiefer","Nicolas","Kiefer","GER",1998-12-28,"1,007","0","25",NA,72.0472440944882,177
"Hicham Arazi","Hicham","Arazi","MAR",1998-12-28,"999","0","27",25,68.8976377952756,143
"Nicolas Escude","Nicolas","Escude","FRA",1998-12-28,"989","0","21",22,72.8346456692913,155
"Jan-Michael Gambill","Jan-Michael","Gambill","USA",1998-12-28,"983","0","24",21,74.8031496062992,195
"Mariano Puerta","Mariano","Puerta","ARG",1998-12-28,"983","0","26",20,70.8661417322835,172
"Richard Fromberg","Richard","Fromberg","AUS",1998-12-28,"937","0","35",28,77.1653543307087,195
"Fabrice Santoro","Fabrice","Santoro","FRA",1998-12-28,"935","0","27",NA,70.0787401574803,163
"Vincent Spadea","Vincent","Spadea","USA",1998-12-28,"935","0","27",24,72.0472440944882,170
"Magnus Larsson","Magnus","Larsson","SWE",1998-12-28,"930","0","16",28,75.9842519685039,205
"Andrea Gaudenzi","Andrea","Gaudenzi","ITA",1998-12-28,"926","0","26",25,72.0472440944882,185
"Younes El Aynaoui","Younes","El Aynaoui","MAR",1998-12-28,"894","0","15",27,75.9842519685039,190
"Dominik Hrbaty","Dominik","Hrbaty","SVK",1998-12-28,"884","0","29",20,72.0472440944882,175
"Jerome Golmard","Jerome","Golmard","FRA",1998-12-28,"883","0","25",25,74.0157480314961,170
"Davide Sanguinetti","Davide","Sanguinetti","ITA",1998-12-28,"853","0","30",26,74.0157480314961,175
"Marat Safin","Marat","Safin","RUS",1998-12-28,"852","0","23",NA,75.9842519685039,195
"Daniel Vacek","Daniel","Vacek","CZE",1998-12-28,"842","0","32",27,74.8031496062992,179
"Scott Draper","Scott","Draper","AUS",1998-12-28,"819","0","18",24,70.0787401574803,170
"Magnus Norman","Magnus","Norman","SWE",1998-12-28,"818","0","31",22,74.0157480314961,198
"Guillaume Raoux","Guillaume","Raoux","FRA",1998-12-28,"803","0","27",28,70.8661417322835,170
"Fernando Vicente","Fernando","Vicente","ESP",1998-12-28,"799","0","33",21,70.8661417322835,167
"Filip Dewulf","Filip","Dewulf","BEL",1998-12-28,"789","0","22",26,74.8031496062992,177
"Ramon Delgado","Ramon","Delgado","PAR",1998-12-28,"784","0","28",22,72.8346456692913,174
"Fernando Meligeni","Fernando","Meligeni","BRA",1998-12-28,"779","0","26",27,70.8661417322835,142
"Mark Woodforde","Mark","Woodforde","AUS",1998-12-28,"773","0","25",33,74.0157480314961,195
"Andrew Ilie","Andrew","Ilie","AUS",1998-12-28,"757","0","26",22,70.8661417322835,172
"Franco Squillari","Franco","Squillari","ARG",1998-12-28,"747","0","29",23,72.0472440944882,177
"Gianluca Pozzi","Gianluca","Pozzi","ITA",1998-12-28,"730","0","34",33,70.8661417322835,176
"Andrei Medvedev","Andrei","Medvedev","UKR",1998-12-28,"725","0","23",24,75.9842519685039,200
"Mariano Zabaleta","Mariano","Zabaleta","ARG",1998-12-28,"723","0","20",20,72.0472440944882,170
"Slava Dosedel","Slava","Dosedel","CZE",1998-12-28,"723","0","22",28,72.0472440944882,175
"Todd Woodbridge","Todd","Woodbridge","AUS",1998-12-28,"722","0","22",27,70.0787401574803,165
"Sjeng Schalken","Sjeng","Schalken","NED",1998-12-28,"712","0","32",22,75.9842519685039,181
"Carlos Costa","Carlos","Costa","ESP",1998-12-28,"710","0","29",30,72.0472440944882,162
"Andrei Pavel","Andrei","Pavel","ROU",1998-12-28,"710","0","30",24,72.0472440944882,190
"Boris Becker","Boris","Becker","GER",1998-12-28,"688","0","11",31,74.8031496062992,187
"Juan Antonio Marin","Juan Antonio","Marin","CRC",1998-12-28,"678","0","35",23,68.8976377952756,162
"Adrian Voinea","Adrian","Voinea","ROU",1998-12-28,"676","0","19",24,72.8346456692913,160
"Karim Alami","Karim","Alami","MAR",1998-12-28,"676","0","26",25,72.8346456692913,187
"Jeff Tarango","Jeff","Tarango","USA",1998-12-28,"675","0","33",30,70.8661417322835,160
"Paul Haarhuis","Paul","Haarhuis","NED",1998-12-28,"674","0","20",NA,74.0157480314961,177
"Jiri Novak","Jiri","Novak","CZE",1998-12-28,"669","0","27",23,74.8031496062992,190
"Martin Damm","Martin","Damm","CZE",1998-12-28,"657","0","29",26,74.0157480314961,195
"Jim Courier","Jim","Courier","USA",1998-12-28,"635","0","18",28,72.8346456692913,182
"David Prinosil","David","Prinosil","GER",1998-12-28,"633","0","26",25,72.8346456692913,180
"Sebastien Lareau","Sebastien","Lareau","CAN",1998-12-28,"622","0","22",25,72.0472440944882,175
"Justin Gimelstob","Justin","Gimelstob","USA",1998-12-28,"615","0","19",21,77.1653543307087,195
"Arnaud Di Pasquale","Arnaud","Di Pasquale","FRA",1998-12-28,"613","0","21",19,72.8346456692913,176
"Galo Blanco","Galo","Blanco","ESP",1998-12-28,"612","0","30",22,68.1102362204724,150
"Kenneth Carlsen","Kenneth","Carlsen","DEN",1998-12-28,"606","0","27",25,74.8031496062992,194
"Albert Portas","Albert","Portas","ESP",1998-12-28,"600","0","33",25,74.0157480314961,172
"Mikael Tillstrom","Mikael","Tillstrom","SWE",1998-12-28,"588","0","23",26,72.8346456692913,160
"Christian Ruud","Christian","Ruud","NOR",1998-12-28,"584","0","28",26,74.0157480314961,165
"Hendrik Dreekmann","Hendrik","Dreekmann","GER",1998-12-28,"576","0","22",23,74.0157480314961,180
"Sebastien Grosjean","Sebastien","Grosjean","FRA",1998-12-28,"568","0","27",20,68.8976377952756,160
"Jan Kroslak","Jan","Kroslak","SVK",1998-12-28,"563","0","27",24,74.0157480314961,170
"Nicolas Lapentti","Nicolas","Lapentti","ECU",1998-12-28,"545","0","31",22,74.0157480314961,190
"Leander Paes","Leander","Paes","IND",1998-12-28,"535","0","21",25,70.0787401574803,171
"Brett Steven","Brett","Steven","NZL",1998-12-28,"528","0","20",29,72.8346456692913,170
"Stefan Koubek","Stefan","Koubek","AUT",1998-12-28,"526","0","28",22,68.8976377952756,150
"Wayne Black","Wayne","Black","ZIM",1998-12-28,"518","0","26",25,66.9291338582677,155
"Guillermo Canas","Guillermo","Canas","ARG",1998-12-28,"516","0","27",21,72.8346456692913,190
"Martin Rodriguez","Martin","Rodriguez","ARG",1998-12-28,"516","0","29",29,70.0787401574803,165
"Oliver Gross","Oliver","Gross","GER",1998-12-28,"514","0","27",25,72.8346456692913,170
"Sargis Sargsian","Sargis","Sargsian","ARM",1998-12-28,"499","0","28",25,70.8661417322835,165
"John van Lottum","John","van Lottum","NED",1998-12-28,"488","0","26",22,72.8346456692913,159
"Lleyton Hewitt","Lleyton","Hewitt","AUS",1998-12-28,"482","0","19",17,70.8661417322835,170
"Pete Sampras","Pete","Sampras","USA",1997-12-29,"4,547","0","16",26,72.8346456692913,170
"Patrick Rafter","Patrick","Rafter","AUS",1997-12-29,"3,210","0","26",25,72.8346456692913,190
"Michael Chang","Michael","Chang","USA",1997-12-29,"3,189","0","22",25,68.8976377952756,160
"Jonas Bjorkman","Jonas","Bjorkman","SWE",1997-12-29,"2,949","0","26",25,72.0472440944882,183
"Yevgeny Kafelnikov","Yevgeny","Kafelnikov","RUS",1997-12-29,"2,690","0","27",23,74.8031496062992,185
"Greg Rusedski","Greg","Rusedski","GBR",1997-12-29,"2,617","0","22",24,75.9842519685039,200
"Carlos Moya","Carlos","Moya","ESP",1997-12-29,"2,508","0","29",21,74.8031496062992,190
"Sergi Bruguera","Sergi","Bruguera","ESP",1997-12-29,"2,367","0","25",26,74.0157480314961,167
"Thomas Muster","Thomas","Muster","AUT",1997-12-29,"2,353","0","23",30,70.8661417322835,170
"Marcelo Rios","Marcelo","Rios","CHI",1997-12-29,"2,317","0","26",22,68.8976377952756,160
"Richard Krajicek","Richard","Krajicek","NED",1997-12-29,"2,299","0","22",26,77.1653543307087,196
"Alex Corretja","Alex","Corretja","ESP",1997-12-29,"2,275","0","26",23,70.8661417322835,160
"Petr Korda","Petr","Korda","CZE",1997-12-29,"2,261","0","24",29,74.8031496062992,160
"Gustavo Kuerten","Gustavo","Kuerten","BRA",1997-12-29,"2,215","0","26",21,74.8031496062992,183
"Goran Ivanisevic","Goran","Ivanisevic","CRO",1997-12-29,"2,176","0","23",26,75.9842519685039,180
"Felix Mantilla","Felix","Mantilla","ESP",1997-12-29,"2,110","0","27",23,70.8661417322835,172
"Tim Henman","Tim","Henman","GBR",1997-12-29,"1,929","0","26",23,72.8346456692913,170
"Mark Philippoussis","Mark","Philippoussis","AUS",1997-12-29,"1,809","0","21",21,77.1653543307087,226
"Albert Costa","Albert","Costa","ESP",1997-12-29,"1,778","0","22",22,70.8661417322835,172
"Cedric Pioline","Cedric","Pioline","FRA",1997-12-29,"1,534","0","25",28,74.0157480314961,175
"Jim Courier","Jim","Courier","USA",1997-12-29,"1,528","0","22",27,72.8346456692913,182
"Magnus Norman","Magnus","Norman","SWE",1997-12-29,"1,450","0","27",21,74.0157480314961,198
"Alberto Berasategui","Alberto","Berasategui","ESP",1997-12-29,"1,425","0","31",24,68.1102362204724,145
"Karol Kucera","Karol","Kucera","SVK",1997-12-29,"1,423","0","30",23,74.0157480314961,170
"Magnus Larsson","Magnus","Larsson","SWE",1997-12-29,"1,376","0","21",27,75.9842519685039,205
"Todd Woodbridge","Todd","Woodbridge","AUS",1997-12-29,"1,319","0","20",26,70.0787401574803,165
"Andrei Medvedev","Andrei","Medvedev","UKR",1997-12-29,"1,314","0","24",23,75.9842519685039,200
"Thomas Enqvist","Thomas","Enqvist","SWE",1997-12-29,"1,312","0","22",23,74.8031496062992,195
"Fabrice Santoro","Fabrice","Santoro","FRA",1997-12-29,"1,267","0","28",NA,70.0787401574803,163
"Chris Woodruff","Chris","Woodruff","USA",1997-12-29,"1,234","0","22",25,74.0157480314961,180
"Marc Rosset","Marc","Rosset","SUI",1997-12-29,"1,222","0","32",27,79.1338582677165,194
"Nicolas Kiefer","Nicolas","Kiefer","GER",1997-12-29,"1,209","0","20",NA,72.0472440944882,177
"Francisco Clavet","Francisco","Clavet","ESP",1997-12-29,"1,198","0","28",29,72.0472440944882,156
"Bohdan Ulihrach","Bohdan","Ulihrach","CZE",1997-12-29,"1,143","0","29",22,74.0157480314961,178
"Albert Portas","Albert","Portas","ESP",1997-12-29,"1,083","0","26",24,74.0157480314961,172
"Julian Alonso","Julian","Alonso","ESP",1997-12-29,"1,006","0","23",20,72.8346456692913,180
"Magnus Gustafsson","Magnus","Gustafsson","SWE",1997-12-29,"990","0","19",31,72.8346456692913,172
"Hicham Arazi","Hicham","Arazi","MAR",1997-12-29,"960","0","31",24,68.8976377952756,143
"Thomas Johansson","Thomas","Johansson","SWE",1997-12-29,"959","0","29",22,70.8661417322835,176
"Dominik Hrbaty","Dominik","Hrbaty","SVK",1997-12-29,"952","0","30",19,72.0472440944882,175
"Filip Dewulf","Filip","Dewulf","BEL",1997-12-29,"942","0","26",25,74.8031496062992,177
"Wayne Ferreira","Wayne","Ferreira","RSA",1997-12-29,"910","0","22",26,72.8346456692913,187
"Slava Dosedel","Slava","Dosedel","CZE",1997-12-29,"899","0","20",27,72.0472440944882,175
"Marcelo Filippini","Marcelo","Filippini","URU",1997-12-29,"886","0","29",30,70.0787401574803,145
"Tommy Haas","Tommy","Haas","GER",1997-12-29,"885","0","19",19,74.0157480314961,185
"Mark Woodforde","Mark","Woodforde","AUS",1997-12-29,"866","0","25",32,74.0157480314961,195
"Guillaume Raoux","Guillaume","Raoux","FRA",1997-12-29,"861","0","27",27,70.8661417322835,170
"Jiri Novak","Jiri","Novak","CZE",1997-12-29,"848","0","23",22,74.8031496062992,190
"Jeff Tarango","Jeff","Tarango","USA",1997-12-29,"843","0","30",29,70.8661417322835,160
"Brett Steven","Brett","Steven","NZL",1997-12-29,"817","0","20",28,72.8346456692913,170
"Marc-Kevin Goellner","Marc-Kevin","Goellner","GER",1997-12-29,"812","0","34",27,77.1653543307087,178
"Galo Blanco","Galo","Blanco","ESP",1997-12-29,"790","0","30",21,68.1102362204724,150
"Daniel Vacek","Daniel","Vacek","CZE",1997-12-29,"782","0","30",26,74.8031496062992,179
"Javier Sanchez","Javier","Sanchez","ESP",1997-12-29,"776","0","36",29,70.0787401574803,155
"Karim Alami","Karim","Alami","MAR",1997-12-29,"748","0","33",24,72.8346456692913,187
"Carlos Costa","Carlos","Costa","ESP",1997-12-29,"739","0","31",29,72.0472440944882,162
"Andrea Gaudenzi","Andrea","Gaudenzi","ITA",1997-12-29,"739","0","34",24,72.0472440944882,185
"Scott Draper","Scott","Draper","AUS",1997-12-29,"735","0","24",23,70.0787401574803,170
"Sjeng Schalken","Sjeng","Schalken","NED",1997-12-29,"725","0","29",21,75.9842519685039,181
"Lionel Roux","Lionel","Roux","FRA",1997-12-29,"721","0","29",24,72.8346456692913,175
"Martin Damm","Martin","Damm","CZE",1997-12-29,"718","0","26",25,74.0157480314961,195
"Boris Becker","Boris","Becker","GER",1997-12-29,"715","0","12",30,74.8031496062992,187
"Nicolas Lapentti","Nicolas","Lapentti","ECU",1997-12-29,"715","0","29",21,74.0157480314961,190
"Michael Stich","Michael","Stich","GER",1997-12-29,"711","0","13",29,75.9842519685039,175
"Christian Ruud","Christian","Ruud","NOR",1997-12-29,"708","0","25",25,74.0157480314961,165
"Johan Van Herck","Johan","Van Herck","BEL",1997-12-29,"694","0","24",23,72.8346456692913,167
"Fernando Meligeni","Fernando","Meligeni","BRA",1997-12-29,"691","0","27",26,70.8661417322835,142
"Mikael Tillstrom","Mikael","Tillstrom","SWE",1997-12-29,"677","0","24",25,72.8346456692913,160
"Sargis Sargsian","Sargis","Sargsian","ARM",1997-12-29,"669","0","31",24,70.8661417322835,165
"Paul Haarhuis","Paul","Haarhuis","NED",1997-12-29,"666","0","25",NA,74.0157480314961,177
"Alex Radulescu","Alex","Radulescu","GER",1997-12-29,"665","0","29",23,72.8346456692913,172
"Juan Albert Viloca-Puig","Juan Albert","Viloca-Puig","ESP",1997-12-29,"655","0","34",24,72.8346456692913,175
"Richey Reneberg","Richey","Reneberg","USA",1997-12-29,"654","0","20",32,70.8661417322835,170
"Grant Stafford","Grant","Stafford","RSA",1997-12-29,"649","0","24",26,74.0157480314961,175
"Kenneth Carlsen","Kenneth","Carlsen","DEN",1997-12-29,"640","0","29",24,74.8031496062992,194
"Byron Black","Byron","Black","ZIM",1997-12-29,"633","0","26",28,68.8976377952756,155
"Richard Fromberg","Richard","Fromberg","AUS",1997-12-29,"631","0","32",27,77.1653543307087,195
"Jan Siemerink","Jan","Siemerink","NED",1997-12-29,"622","0","28",27,72.0472440944882,162
"Jason Stoltenberg","Jason","Stoltenberg","AUS",1997-12-29,"617","0","17",27,72.8346456692913,177
"Dinu Pescariu","Dinu","Pescariu","ROU",1997-12-29,"584","0","28",23,72.8346456692913,167
"Todd Martin","Todd","Martin","USA",1997-12-29,"579","0","8",27,77.9527559055118,200
"Tomas Nydahl","Tomas","Nydahl","SWE",1997-12-29,"570","0","24",29,72.8346456692913,170
"Sandon Stolle","Sandon","Stolle","AUS",1997-12-29,"555","0","21",27,75.9842519685039,175
"Hernan Gumy","Hernan","Gumy","ARG",1997-12-29,"545","0","28",25,74.0157480314961,200
"Jan Kroslak","Jan","Kroslak","SVK",1997-12-29,"542","0","22",23,74.0157480314961,170
"Oliver Gross","Oliver","Gross","GER",1997-12-29,"542","0","24",24,72.8346456692913,170
"Juan Antonio Marin","Juan Antonio","Marin","CRC",1997-12-29,"537","0","29",22,68.8976377952756,162
"Vincent Spadea","Vincent","Spadea","USA",1997-12-29,"536","0","31",23,72.0472440944882,170
"David Prinosil","David","Prinosil","GER",1997-12-29,"533","0","26",24,72.8346456692913,180
"Jordi Burillo","Jordi","Burillo","ESP",1997-12-29,"532","0","27",25,74.0157480314961,188
"Hendrik Dreekmann","Hendrik","Dreekmann","GER",1997-12-29,"525","0","25",22,74.0157480314961,180
"Marcello Craca","Marcello","Craca","GER",1997-12-29,"523","0","25",23,70.8661417322835,168
"Nicolas Escude","Nicolas","Escude","FRA",1997-12-29,"521","0","17",21,72.8346456692913,155
"Arnaud Clement","Arnaud","Clement","FRA",1997-12-29,"520","0","24",20,68.1102362204724,160
"Davide Sanguinetti","Davide","Sanguinetti","ITA",1997-12-29,"519","0","27",25,74.0157480314961,175
"Jonathan Stark","Jonathan","Stark","USA",1997-12-29,"507","0","23",26,74.0157480314961,185
"Gilbert Schaller","Gilbert","Schaller","AUT",1997-12-29,"504","0","29",28,70.8661417322835,155
"Alex O'Brien","Alex","O'Brien","USA",1997-12-29,"489","0","28",27,72.8346456692913,195
"Wayne Black","Wayne","Black","ZIM",1997-12-29,"486","0","18",24,66.9291338582677,155
"Renzo Furlan","Renzo","Furlan","ITA",1997-12-29,"486","0","28",27,68.8976377952756,155
"Pete Sampras","Pete","Sampras","USA",1996-12-30,"4,865","0","17",25,72.8346456692913,170
"Michael Chang","Michael","Chang","USA",1996-12-30,"3,597","0","21",24,68.8976377952756,160
"Yevgeny Kafelnikov","Yevgeny","Kafelnikov","RUS",1996-12-30,"3,564","0","27",22,74.8031496062992,185
"Goran Ivanisevic","Goran","Ivanisevic","CRO",1996-12-30,"3,492","0","27",25,75.9842519685039,180
"Thomas Muster","Thomas","Muster","AUT",1996-12-30,"3,166","0","27",29,70.8661417322835,170
"Boris Becker","Boris","Becker","GER",1996-12-30,"2,983","0","17",29,74.8031496062992,187
"Richard Krajicek","Richard","Krajicek","NED",1996-12-30,"2,380","0","23",25,77.1653543307087,196
"Andre Agassi","Andre","Agassi","USA",1996-12-30,"2,364","0","14",26,70.8661417322835,177
"Thomas Enqvist","Thomas","Enqvist","SWE",1996-12-30,"2,191","0","28",22,74.8031496062992,195
"Wayne Ferreira","Wayne","Ferreira","RSA",1996-12-30,"2,149","0","26",25,72.8346456692913,187
"Marcelo Rios","Marcelo","Rios","CHI",1996-12-30,"2,114","0","26",21,68.8976377952756,160
"Todd Martin","Todd","Martin","USA",1996-12-30,"2,039","0","21",26,77.9527559055118,200
"Albert Costa","Albert","Costa","ESP",1996-12-30,"1,757","0","29",21,70.8661417322835,172
"Stefan Edberg","Stefan","Edberg","SWE",1996-12-30,"1,567","0","26",30,74.0157480314961,170
"Jan Siemerink","Jan","Siemerink","NED",1996-12-30,"1,530","0","28",26,72.0472440944882,162
"Michael Stich","Michael","Stich","GER",1996-12-30,"1,518","0","15",28,75.9842519685039,175
"Magnus Gustafsson","Magnus","Gustafsson","SWE",1996-12-30,"1,515","0","20",30,72.8346456692913,172
"Felix Mantilla","Felix","Mantilla","ESP",1996-12-30,"1,505","0","33",22,70.8661417322835,172
"Alberto Berasategui","Alberto","Berasategui","ESP",1996-12-30,"1,477","0","32",23,68.1102362204724,145
"MaliVai Washington","MaliVai","Washington","USA",1996-12-30,"1,472","0","22",27,70.8661417322835,175
"Cedric Pioline","Cedric","Pioline","FRA",1996-12-30,"1,455","0","21",27,74.0157480314961,175
"Marc Rosset","Marc","Rosset","SUI",1996-12-30,"1,406","0","26",26,79.1338582677165,194
"Alex Corretja","Alex","Corretja","ESP",1996-12-30,"1,385","0","26",22,70.8661417322835,160
"Petr Korda","Petr","Korda","CZE",1996-12-30,"1,332","0","18",28,74.8031496062992,160
"Paul Haarhuis","Paul","Haarhuis","NED",1996-12-30,"1,312","0","27",NA,74.0157480314961,177
"Jim Courier","Jim","Courier","USA",1996-12-30,"1,299","0","17",26,72.8346456692913,182
"Mark Woodforde","Mark","Woodforde","AUS",1996-12-30,"1,287","0","24",31,74.0157480314961,195
"Carlos Moya","Carlos","Moya","ESP",1996-12-30,"1,283","0","32",20,74.8031496062992,190
"Tim Henman","Tim","Henman","GBR",1996-12-30,"1,243","0","24",22,72.8346456692913,170
"Mark Philippoussis","Mark","Philippoussis","AUS",1996-12-30,"1,242","0","23",20,77.1653543307087,226
"Jason Stoltenberg","Jason","Stoltenberg","AUS",1996-12-30,"1,226","0","26",26,72.8346456692913,177
"Richey Reneberg","Richey","Reneberg","USA",1996-12-30,"1,203","0","25",31,70.8661417322835,170
"Arnaud Boetsch","Arnaud","Boetsch","FRA",1996-12-30,"1,183","0","25",27,72.0472440944882,168
"Francisco Clavet","Francisco","Clavet","ESP",1996-12-30,"1,118","0","30",28,72.0472440944882,156
"Andrei Medvedev","Andrei","Medvedev","UKR",1996-12-30,"1,114","0","23",22,75.9842519685039,200
"Todd Woodbridge","Todd","Woodbridge","AUS",1996-12-30,"1,039","0","23",25,70.0787401574803,165
"Javier Sanchez","Javier","Sanchez","ESP",1996-12-30,"1,024","0","37",28,70.0787401574803,155
"Alex O'Brien","Alex","O'Brien","USA",1996-12-30,"1,000","0","17",26,72.8346456692913,195
"David Prinosil","David","Prinosil","GER",1996-12-30,"994","0","25",23,72.8346456692913,180
"Renzo Furlan","Renzo","Furlan","ITA",1996-12-30,"993","0","26",26,68.8976377952756,155
"Bohdan Ulihrach","Bohdan","Ulihrach","CZE",1996-12-30,"965","0","31",21,74.0157480314961,178
"Hernan Gumy","Hernan","Gumy","ARG",1996-12-30,"903","0","30",24,74.0157480314961,200
"Chris Woodruff","Chris","Woodruff","USA",1996-12-30,"902","0","21",24,74.0157480314961,180
"Byron Black","Byron","Black","ZIM",1996-12-30,"886","0","27",27,68.8976377952756,155
"Adrian Voinea","Adrian","Voinea","ROU",1996-12-30,"885","0","26",22,72.8346456692913,160
"Magnus Larsson","Magnus","Larsson","SWE",1996-12-30,"881","0","23",26,75.9842519685039,205
"Mikael Tillstrom","Mikael","Tillstrom","SWE",1996-12-30,"875","0","19",24,72.8346456692913,160
"Greg Rusedski","Greg","Rusedski","GBR",1996-12-30,"871","0","26",23,75.9842519685039,200
"Hendrik Dreekmann","Hendrik","Dreekmann","GER",1996-12-30,"870","0","23",21,74.0157480314961,180
"Martin Damm","Martin","Damm","CZE",1996-12-30,"859","0","30",24,74.0157480314961,195
"Guy Forget","Guy","Forget","FRA",1996-12-30,"850","0","24",32,74.8031496062992,177
"Jiri Novak","Jiri","Novak","CZE",1996-12-30,"830","0","25",21,74.8031496062992,190
"Marc-Kevin Goellner","Marc-Kevin","Goellner","GER",1996-12-30,"821","0","24",26,77.1653543307087,178
"Vincent Spadea","Vincent","Spadea","USA",1996-12-30,"787","0","25",22,72.0472440944882,170
"Andrea Gaudenzi","Andrea","Gaudenzi","ITA",1996-12-30,"787","0","26",23,72.0472440944882,185
"Karim Alami","Karim","Alami","MAR",1996-12-30,"777","0","30",23,72.8346456692913,187
"Bernd Karbacher","Bernd","Karbacher","GER",1996-12-30,"775","0","27",28,72.8346456692913,160
"Sandon Stolle","Sandon","Stolle","AUS",1996-12-30,"768","0","24",26,75.9842519685039,175
"Christian Ruud","Christian","Ruud","NOR",1996-12-30,"764","0","29",24,74.0157480314961,165
"Thomas Johansson","Thomas","Johansson","SWE",1996-12-30,"763","0","25",21,70.8661417322835,176
"Carlos Costa","Carlos","Costa","ESP",1996-12-30,"754","0","24",28,72.0472440944882,162
"Patrick Rafter","Patrick","Rafter","AUS",1996-12-30,"741","0","20",24,72.8346456692913,190
"Karol Kucera","Karol","Kucera","SVK",1996-12-30,"734","0","27",22,74.0157480314961,170
"Nicklas Kulti","Nicklas","Kulti","SWE",1996-12-30,"725","0","20",25,74.8031496062992,195
"Sjeng Schalken","Sjeng","Schalken","NED",1996-12-30,"718","0","27",20,75.9842519685039,181
"Slava Dosedel","Slava","Dosedel","CZE",1996-12-30,"717","0","15",26,72.0472440944882,175
